,imo,avg_speed_kn,load_cond,cargo_unit,cargo_amt,me_fuel_type,ae_fuel_type,boiler_fuel_type,estimated_distance_nm,duration_h,me_fuel_cons_metric_metric_tons,ae_fuel_cons_metric_metric_tons,boiler_fuel_cons_metric_metric_tons,total_co2_emission_metric_tons,total_so2_emission_metric_tons,total_particulate_matter_emission_metric_tons,total_nox_emission_metric_tons,total_nmvoc_emission_metric_tons,total_ch4_emission_metric_tons,total_n2o_emission_metric_tons,total_co_emission_metric_tons,total_black_carbon_emission_metric_tons,total_organic_carbon_emission_metric_tons,transport_work,eeoi
0,9602356,10.0,ballast,tons,,HFO,HFO,HFO,240.0,24.0,11.068732180568368,2.16774806094,0.0,41.218399472057065,0.12939056530481677,0.04698323915589377,0.7730536690395663,0.037001676581669356,0.000740033531633387,0.002117836838641339,0.03511590892350242,0.002382566443471506,0.008047779986837087,,
1,9593787,10.0,ballast,tons,,HFO,HFO,HFO,240.0,24.0,12.13108762959033,2.16774806094,0.0,44.52657434031144,0.13977540852564113,0.05013584665326206,0.8334671298365879,0.03985844374321198,0.0007971688748642395,0.002287813710484853,0.037686999368890785,0.002573790424295459,0.00869369209984244,,
2,9907847,10.0,ballast,tons,,HFO,HFO,HFO,240.0,24.0,6.512060316693516,3.5096873367599994,1.464,35.76661819285424,0.11227662903680416,0.03830305567456331,0.5474250140807153,0.02598708496330342,0.0005197416992660684,0.0018377196245525627,0.026853976466973076,0.0020674345776216328,0.006093222573299738,,
3,9552989,10.0,ballast,tons,,HFO,HFO,HFO,240.0,24.0,10.236121597468607,2.16774806094,0.0,38.625650116284405,0.12125154707184166,0.042670190463037126,0.7088740940880697,0.03394394745379132,0.0006788789490758264,0.001984619145345377,0.03236395270841219,0.002232696538513549,0.007541552752312433,,
4,9681546,10.0,ballast,tons,,HFO,HFO,HFO,240.0,24.0,10.566469812741548,2.16774806094,0.0,39.65435445864434,0.12448079998059924,0.045140145340330284,0.7408315817758453,0.035494338611385394,0.000709886772227708,0.002037474859789048,0.033759304750246855,0.0022921592172626785,0.007742404467198381,,
5,9860398,10.0,ballast,tons,,HFO,HFO,HFO,240.0,24.0,7.058554460686686,3.5096873367599994,1.464,37.468400957248974,0.1176187732425806,0.035726589919474715,0.42920307640887545,0.022493649431464573,0.0004498729886292914,0.00192515868759147,0.026497301385981737,0.0021658035235404033,0.006425491012847586,,
6,9569229,10.0,ballast,tons,,HFO,HFO,HFO,240.0,24.0,10.330123359254172,1.34193927582,0.0,36.34680304562097,0.11409791387664059,0.041183373943131325,0.690122707131316,0.033048439594577476,0.0006609687918915495,0.0018675300216118675,0.03086679563511973,0.0021009712743133508,0.007096614082125096,,
7,9640592,10.0,ballast,tons,,HFO,HFO,HFO,240.0,24.0,10.590167138793818,1.34193927582,0.0,37.15657937510743,0.11663991983477445,0.04057634130304593,0.6912531469128869,0.033134951668869435,0.0006626990333773887,0.0019091370263382111,0.030944656501982495,0.0021477791546304875,0.007254720700085201,,
8,9930430,10.0,ballast,tons,,HFO,HFO,HFO,240.0,24.0,7.078291821307091,2.16774806094,0.732,31.07161619331744,0.09753833326092999,0.031258294764555175,0.4992328576349671,0.023793228080398493,0.00047586456160796987,0.001596486381159535,0.023492305272358644,0.0017960471788044765,0.005621592248406231,,
